,Date,Stock Indicator Present,DOW JONES UTILITY AVERAGE,S&P 500,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE
1182,2020-06-29,1,764.39,3053.24,8219.33,25595.8,9052.64
1183,2020-06-30,1,767.5,3100.29,8292.07,25812.88,9172.72
1184,2020-07-01,1,785.15,3115.86,8305.59,25734.97,9153.01
1185,2020-07-02,1,786.89,3130.01,8344.08,25827.36,9235.7
1186,2020-07-03,0,786.89,3130.01,8344.08,25827.36,9235.7
1187,2020-07-04,0,786.89,3130.01,8344.08,25827.36,9235.7
1188,2020-07-05,0,786.89,3130.01,8344.08,25827.36,9235.7
1189,2020-07-06,1,779.03,3179.72,8449.43,26287.03,9386.94
1190,2020-07-07,1,775.59,3145.32,8344.36,25890.18,9278.61
1191,2020-07-08,1,783.15,3169.94,8401.4,26067.28,9322.43
1192,2020-07-09,1,774.23,3152.05,8277.25,25706.09,9140.43
1193,2020-07-10,1,791.35,3185.04,8415.93,26075.3,9312.48
1194,2020-07-11,0,791.35,3185.04,8415.93,26075.3,9312.48
1195,2020-07-12,0,791.35,3185.04,8415.93,26075.3,9312.48
1196,2020-07-13,1,791.24,3155.22,8416.33,26085.8,9305.95
1197,2020-07-14,1,799.91,3197.52,8572.4,26642.59,9465.24
1198,2020-07-15,1,796.47,3226.56,8667.57,26870.1,9737.44
1199,2020-07-16,1,809.52,3215.57,8677.43,26734.71,9791.39
1200,2020-07-17,1,828.6,3224.73,8723.95,26671.95,9900.09
1201,2020-07-18,0,828.6,3224.73,8723.95,26671.95,9900.09
1202,2020-07-19,0,828.6,3224.73,8723.95,26671.95,9900.09
1203,2020-07-20,1,817.04,3251.84,8671.17,26680.87,9745.13
1204,2020-07-21,1,820.47,3257.3,8721.8,26840.4,9810.31
1205,2020-07-22,1,829.5,3276.02,8767.16,27005.84,9797.25
1206,2020-07-23,1,830.7,3235.66,8694.92,26652.33,9763.69
1207,2020-07-24,1,825.74,3215.63,8643.85,26469.89,9730.12
1208,2020-07-25,0,825.74,3215.63,8643.85,26469.89,9730.12
1209,2020-07-26,0,825.74,3215.63,8643.85,26469.89,9730.12
1210,2020-07-27,1,813.02,3239.41,8660.92,26584.77,9817.42
1211,2020-07-28,1,825.47,3218.44,8618.93,26379.28,9696.55
1212,2020-07-29,1,828.96,3258.44,8700.77,26539.57,9906.38
1213,2020-07-30,1,828.13,3246.22,8656.46,26313.65,9907.48
1214,2020-07-31,1,830.77,3271.12,8701.84,26428.32,9994.81
1215,2020-08-01,0,830.77,3271.12,8701.84,26428.32,9994.81
1216,2020-08-02,0,830.77,3271.12,8701.84,26428.32,9994.81
1217,2020-08-03,1,822.34,3294.61,8734.84,26664.4,10011.72
1218,2020-08-04,1,832.49,3306.51,8800.84,26828.47,10086.66
1219,2020-08-05,1,825.37,3327.77,8886.24,27201.52,10215.41
1220,2020-08-06,1,828.87,3349.16,8952.74,27386.98,10331.09
1221,2020-08-07,1,843.23,3351.28,9040.58,27433.48,10576.38
1222,2020-08-08,0,843.23,3351.28,9040.58,27433.48,10576.38
1223,2020-08-09,0,843.23,3351.28,9040.58,27433.48,10576.38
1224,2020-08-10,1,841.03,3360.47,9166.38,27791.44,10864.94
1225,2020-08-11,1,821.99,3333.69,9116.6,27686.91,10889.53
1226,2020-08-12,1,836.74,3380.35,9208.97,27976.84,10936.1
1227,2020-08-13,1,834.39,3373.43,9178.77,27896.72,10886.48
1228,2020-08-14,1,824.87,3372.85,9183.35,27931.02,10959.54
1229,2020-08-15,0,824.87,3372.85,9183.35,27931.02,10959.54
1230,2020-08-16,0,824.87,3372.85,9183.35,27931.02,10959.54
1231,2020-08-17,1,823.96,3381.99,9163.87,27844.91,10952.94
1232,2020-08-18,1,820.37,3389.78,9125.74,27778.07,10865.12
1233,2020-08-19,1,817.16,3374.85,9107.45,27692.88,10883.12
1234,2020-08-20,1,810.59,3385.51,9106.56,27739.73,10893.93
1235,2020-08-21,1,809.61,3397.16,9151.03,27930.33,10940.68
1236,2020-08-22,0,809.61,3397.16,9151.03,27930.33,10940.68
1237,2020-08-23,0,809.61,3397.16,9151.03,27930.33,10940.68
1238,2020-08-24,1,817.71,3431.28,9282.43,28308.46,11148.61
1239,2020-08-25,1,810.8,3443.62,9253.63,28248.44,11127.01
1240,2020-08-26,1,798.89,3478.73,9247.44,28331.92,11126.55
1241,2020-08-27,1,800.69,3484.55,9298.2,28492.27,11205.61
1242,2020-08-28,1,800.73,3508.01,9353.92,28653.87,11322.0
1243,2020-08-29,0,800.73,3508.01,9353.92,28653.87,11322.0
1244,2020-08-30,0,800.73,3508.01,9353.92,28653.87,11322.0
1245,2020-08-31,1,803.22,3500.31,9286.56,28430.05,11185.35
1246,2020-09-01,1,794.08,3526.65,9339.25,28645.66,11316.69
1247,2020-09-02,1,818.68,3580.84,9499.77,29100.5,11451.51
1248,2020-09-03,1,808.12,3455.06,9265.28,28292.73,11168.57
1249,2020-09-04,1,803.7,3426.96,9238.33,28133.31,11225.51
1250,2020-09-05,0,803.7,3426.96,9238.33,28133.31,11225.51
1251,2020-09-06,0,803.7,3426.96,9238.33,28133.31,11225.51
1252,2020-09-07,0,803.7,3426.96,9238.33,28133.31,11225.51
1253,2020-09-08,1,798.63,3331.84,9076.56,27500.89,11080.87
1254,2020-09-09,1,809.51,3398.96,9215.53,27940.47,11244.98
1255,2020-09-10,1,796.34,3339.19,9099.44,27534.58,11178.97
1256,2020-09-11,1,799.93,3340.97,9152.92,27665.64,11282.64
1257,2020-09-12,0,799.93,3340.97,9152.92,27665.64,11282.64
1258,2020-09-13,0,799.93,3340.97,9152.92,27665.64,11282.64
1259,2020-09-14,1,810.94,3383.54,9256.7,27993.33,11380.84
1260,2020-09-15,1,818.68,3401.2,9291.14,27995.6,11476.96
1261,2020-09-16,1,814.51,3385.49,9307.08,28032.38,11555.14
1262,2020-09-17,1,810.81,3357.01,9274.59,27901.98,11552.36
1263,2020-09-18,1,797.95,3319.47,9178.93,27657.42,11431.92
1264,2020-09-19,0,797.95,3319.47,9178.93,27657.42,11431.92
1265,2020-09-20,0,797.95,3319.47,9178.93,27657.42,11431.92
1266,2020-09-21,1,793.72,3281.06,9009.48,27147.7,11129.51
1267,2020-09-22,1,799.37,3315.57,9064.7,27288.18,11215.01
1268,2020-09-23,1,785.16,3236.92,8912.4,26763.13,11095.09
1269,2020-09-24,1,795.93,3246.59,8946.61,26815.44,11117.48
1270,2020-09-25,1,808.13,3298.46,9069.85,27173.96,11270.0
1271,2020-09-26,0,808.13,3298.46,9069.85,27173.96,11270.0
1272,2020-09-27,0,808.13,3298.46,9069.85,27173.96,11270.0
1273,2020-09-28,1,810.2,3351.6,9188.66,27584.06,11440.95
1274,2020-09-29,1,808.99,3335.47,9131.83,27452.66,11301.01
1275,2020-09-30,1,814.7,3363.0,9190.95,27781.7,11229.72
1276,2020-10-01,1,824.27,3380.8,9211.11,27816.9,11211.11
1277,2020-10-02,1,832.49,3348.44,9217.9,27682.81,11297.1
1278,2020-10-03,0,832.49,3348.44,9217.9,27682.81,11297.1
1279,2020-10-04,0,832.49,3348.44,9217.9,27682.81,11297.1
1280,2020-10-05,1,844.57,3408.63,9368.48,28148.64,11482.09
1281,2020-10-06,1,850.89,3360.95,9289.77,27772.76,11399.14
1282,2020-10-07,1,859.99,3419.45,9469.63,28303.46,11690.02
1283,2020-10-08,1,875.3,3446.83,9535.99,28425.51,11762.56
1284,2020-10-09,1,875.81,3477.13,9588.9,28586.9,11861.95
1285,2020-10-10,0,875.81,3477.13,9588.9,28586.9,11861.95
1286,2020-10-11,0,875.81,3477.13,9588.9,28586.9,11861.95
1287,2020-10-12,1,882.82,3534.22,9653.91,28837.52,11880.44
1288,2020-10-13,1,876.05,3511.93,9590.89,28679.81,11783.22
1289,2020-10-14,1,875.19,3488.67,9579.0,28514.0,11887.49
1290,2020-10-15,1,875.22,3483.34,9596.37,28494.2,11988.83
1291,2020-10-16,1,884.52,3483.81,9603.02,28606.31,11836.43
1292,2020-10-17,0,884.52,3483.81,9603.02,28606.31,11836.43
1293,2020-10-18,0,884.52,3483.81,9603.02,28606.31,11836.43
1294,2020-10-19,1,877.6,3426.92,9484.21,28195.42,11708.09
1295,2020-10-20,1,881.15,3443.12,9544.31,28308.79,11860.3
1296,2020-10-21,1,877.1,3435.56,9489.82,28210.82,11725.02
1297,2020-10-22,1,891.28,3453.49,9549.86,28363.66,11748.55
1298,2020-10-23,1,893.68,3465.39,9576.2,28335.57,11880.13
1299,2020-10-24,0,893.68,3465.39,9576.2,28335.57,11880.13
1300,2020-10-25,0,893.68,3465.39,9576.2,28335.57,11880.13
1301,2020-10-26,1,891.98,3400.97,9389.79,27685.38,11604.82
1302,2020-10-27,1,890.68,3390.68,9307.29,27463.19,11431.61
1303,2020-10-28,1,865.33,3271.03,8976.63,26519.95,10945.62
1304,2020-10-29,1,867.65,3310.11,9058.22,26659.11,11183.52
1305,2020-10-30,1,857.77,3269.96,8994.36,26501.6,11106.19
1306,2020-10-31,0,857.77,3269.96,8994.36,26501.6,11106.19
1307,2020-11-01,0,857.77,3269.96,8994.36,26501.6,11106.19
1308,2020-11-02,1,876.56,3310.24,9132.36,26925.05,11216.42
1309,2020-11-03,1,889.78,3369.02,9336.27,27480.03,11559.96
1310,2020-11-04,1,877.69,3443.44,9352.63,27847.66,11391.91
1311,2020-11-05,1,885.44,3510.45,9530.97,28390.18,11669.58
1312,2020-11-06,1,881.76,3509.44,9500.04,28323.4,11614.65
1313,2020-11-07,0,881.76,3509.44,9500.04,28323.4,11614.65
1314,2020-11-08,0,881.76,3509.44,9500.04,28323.4,11614.65
1315,2020-11-09,1,898.85,3550.5,9753.13,29157.97,11900.46
1316,2020-11-10,1,916.18,3545.53,9875.34,29420.92,12096.55
1317,2020-11-11,1,917.19,3572.66,9853.43,29397.63,12006.71
1318,2020-11-12,1,902.1,3537.01,9730.23,29080.17,11838.75
1319,2020-11-13,1,910.91,3585.15,9875.68,29479.81,12085.32
1320,2020-11-14,0,910.91,3585.15,9875.68,29479.81,12085.32
1321,2020-11-15,0,910.91,3585.15,9875.68,29479.81,12085.32
1322,2020-11-16,1,917.38,3626.91,10044.34,29950.44,12394.02
1323,2020-11-17,1,899.01,3609.53,9989.4,29783.35,12434.97
1324,2020-11-18,1,881.37,3567.79,9873.75,29438.42,12348.31
1325,2020-11-19,1,872.94,3581.87,9868.93,29483.23,12350.75
1326,2020-11-20,1,873.29,3557.54,9801.24,29263.48,12232.1
1327,2020-11-21,0,873.29,3557.54,9801.24,29263.48,12232.1
1328,2020-11-22,0,873.29,3557.54,9801.24,29263.48,12232.1
1329,2020-11-23,1,873.01,3577.59,9905.81,29591.27,12424.11
1330,2020-11-24,1,882.62,3635.41,10072.95,30046.24,12715.38
1331,2020-11-25,1,880.98,3629.65,10016.17,29872.47,12621.42
1332,2020-11-26,0,880.98,3629.65,10016.17,29872.47,12621.42
1333,2020-11-27,1,873.18,3638.35,9997.83,29910.37,12561.43
1334,2020-11-28,0,873.18,3638.35,9997.83,29910.37,12561.43
1335,2020-11-29,0,873.18,3638.35,9997.83,29910.37,12561.43
1336,2020-11-30,1,861.74,3621.63,9901.74,29638.64,12450.17
1337,2020-12-01,1,868.25,3662.45,9958.26,29823.92,12493.74
1338,2020-12-02,1,874.66,3669.01,9991.95,29883.79,12546.54
1339,2020-12-03,1,866.89,3666.72,10004.29,29969.52,12586.82
1340,2020-12-04,1,856.13,3699.12,10067.98,30218.26,12742.08
1341,2020-12-05,0,856.13,3699.12,10067.98,30218.26,12742.08
1342,2020-12-06,0,856.13,3699.12,10067.98,30218.26,12742.08
1343,2020-12-07,1,859.85,3691.96,10041.5,30069.79,12725.21
1344,2020-12-08,1,858.36,3702.25,10070.41,30173.88,12777.05
1345,2020-12-09,1,856.76,3672.82,10052.59,30068.81,12803.02
1346,2020-12-10,1,854.06,3668.1,10010.3,29999.26,12689.17
1347,2020-12-11,1,855.1,3663.46,10017.75,30046.37,12672.38
1348,2020-12-12,0,855.1,3663.46,10017.75,30046.37,12672.38
1349,2020-12-13,0,855.1,3663.46,10017.75,30046.37,12672.38
1350,2020-12-14,1,852.81,3647.49,9916.33,29861.55,12382.97
1351,2020-12-15,1,871.54,3694.62,10035.91,30199.31,12486.18
1352,2020-12-16,1,859.59,3701.17,10009.58,30154.54,12497.95
1353,2020-12-17,1,866.78,3722.48,10080.77,30303.37,12639.18
1354,2020-12-18,1,857.26,3709.41,10024.91,30179.05,12566.07
1355,2020-12-19,0,857.26,3709.41,10024.91,30179.05,12566.07
1356,2020-12-20,0,857.26,3709.41,10024.91,30179.05,12566.07
1357,2020-12-21,1,844.96,3694.92,9994.59,30216.45,12485.53
1358,2020-12-22,1,842.22,3687.26,9945.09,30015.51,12459.81
1359,2020-12-23,1,840.18,3690.01,9976.14,30129.83,12516.57
1360,2020-12-24,1,845.97,3703.06,10000.95,30199.87,12522.92
1361,2020-12-25,0,845.97,3703.06,10000.95,30199.87,12522.92
1362,2020-12-26,0,845.97,3703.06,10000.95,30199.87,12522.92
1363,2020-12-27,0,845.97,3703.06,10000.95,30199.87,12522.92
1364,2020-12-28,1,849.55,3735.36,10047.26,30403.97,12524.02
1365,2020-12-29,1,848.89,3727.04,10012.73,30335.67,12429.48
1366,2020-12-30,1,850.59,3732.04,10036.39,30409.56,12459.23
1367,2020-12-31,1,864.64,3756.07,10108.71,30606.48,12506.93
1368,2021-01-01,0,864.64,3756.07,10108.71,30606.48,12506.93
1369,2021-01-02,0,864.64,3756.07,10108.71,30606.48,12506.93
1370,2021-01-03,0,864.64,3756.07,10108.71,30606.48,12506.93
1371,2021-01-04,1,843.0,3700.65,9938.66,30223.89,12230.03
1372,2021-01-05,1,842.21,3726.86,9997.64,30391.6,12359.23
1373,2021-01-06,1,857.58,3748.14,10182.87,30829.4,12706.32
1374,2021-01-07,1,844.03,3803.79,10223.99,31041.13,12811.39
1375,2021-01-08,1,851.28,3824.68,10260.92,31097.97,12875.66
1376,2021-01-09,0,851.28,3824.68,10260.92,31097.97,12875.66
1377,2021-01-10,0,851.28,3824.68,10260.92,31097.97,12875.66
1378,2021-01-11,1,843.31,3799.61,10228.73,31008.69,12869.55
1379,2021-01-12,1,839.33,3801.19,10272.4,31068.69,13051.78
1380,2021-01-13,1,855.74,3809.84,10281.37,31060.47,12971.81
1381,2021-01-14,1,851.26,3795.54,10290.21,30991.52,13113.11
1382,2021-01-15,1,861.09,3768.25,10236.57,30814.26,12946.28
1383,2021-01-16,0,861.09,3768.25,10236.57,30814.26,12946.28
1384,2021-01-17,0,861.09,3768.25,10236.57,30814.26,12946.28
1385,2021-01-18,0,861.09,3768.25,10236.57,30814.26,12946.28
1386,2021-01-19,1,857.45,3798.91,10243.54,30930.52,12900.15
1387,2021-01-20,1,864.72,3851.85,10354.18,31188.38,13126.0
1388,2021-01-21,1,857.9,3853.07,10292.29,31176.01,12899.06
1389,2021-01-22,1,857.94,3841.47,10248.19,30996.98,12856.54
1390,2021-01-23,0,857.94,3841.47,10248.19,30996.98,12856.54
1391,2021-01-24,0,857.94,3841.47,10248.19,30996.98,12856.54
1392,2021-01-25,1,872.17,3855.36,10263.35,30960.0,12849.82
1393,2021-01-26,1,864.41,3849.62,10202.13,30937.04,12643.27
1394,2021-01-27,1,844.37,3750.77,9966.52,30303.17,12277.04
1395,2021-01-28,1,853.22,3787.38,10067.4,30603.36,12404.96
1396,2021-01-29,1,852.4,3714.24,9877.01,29982.62,12087.99
1397,2021-01-30,0,852.4,3714.24,9877.01,29982.62,12087.99
1398,2021-01-31,0,852.4,3714.24,9877.01,29982.62,12087.99
1399,2021-02-01,1,856.58,3773.86,9963.34,30211.91,12250.0
1400,2021-02-02,1,863.32,3826.31,10125.83,30687.48,12522.98
1401,2021-02-03,1,860.3,3830.17,10128.83,30723.6,12527.57
1402,2021-02-04,1,867.61,3871.74,10244.48,31055.86,12707.72
1403,2021-02-05,1,872.25,3886.83,10287.5,31148.24,12788.51
1404,2021-02-06,0,872.25,3886.83,10287.5,31148.24,12788.51
1405,2021-02-07,0,872.25,3886.83,10287.5,31148.24,12788.51
1406,2021-02-08,1,865.41,3915.59,10340.99,31385.76,12874.92
1407,2021-02-09,1,866.03,3911.23,10358.05,31375.83,12959.9
1408,2021-02-10,1,871.21,3909.88,10377.77,31437.8,12954.53
1409,2021-02-11,1,864.79,3916.38,10365.44,31430.7,12953.73
1410,2021-02-12,1,857.1,3934.83,10404.83,31458.4,13175.09
1411,2021-02-13,0,857.1,3934.83,10404.83,31458.4,13175.09
1412,2021-02-14,0,857.1,3934.83,10404.83,31458.4,13175.09
1413,2021-02-15,0,857.1,3934.83,10404.83,31458.4,13175.09
1414,2021-02-16,1,851.2,3932.59,10408.78,31522.75,13180.74
1415,2021-02-17,1,853.06,3931.33,10412.33,31613.02,13098.94
1416,2021-02-18,1,857.98,3913.97,10386.65,31493.34,13049.7
1417,2021-02-19,1,846.51,3906.71,10415.12,31494.32,13274.21
1418,2021-02-20,0,846.51,3906.71,10415.12,31494.32,13274.21
1419,2021-02-21,0,846.51,3906.71,10415.12,31494.32,13274.21
1420,2021-02-22,1,830.38,3876.5,10416.13,31521.69,13381.42
1421,2021-02-23,1,835.85,3881.37,10432.98,31537.35,13403.11
1422,2021-02-24,1,825.65,3925.43,10547.4,31961.86,13630.55
1423,2021-02-25,1,814.39,3829.34,10363.89,31402.01,13372.26
1424,2021-02-26,1,795.61,3811.15,10231.46,30932.37,13331.27
1425,2021-02-27,0,795.61,3811.15,10231.46,30932.37,13331.27
1426,2021-02-28,0,795.61,3811.15,10231.46,30932.37,13331.27
1427,2021-03-01,1,810.38,3901.82,10435.4,31535.51,13618.09
1428,2021-03-02,1,806.08,3870.29,10390.16,31391.52,13571.99
1429,2021-03-03,1,798.59,3819.72,10348.77,31270.09,13548.44
1430,2021-03-04,1,800.17,3768.47,10213.87,30924.14,13219.66
1431,2021-03-05,1,814.03,3841.94,10435.92,31496.3,13627.98
1432,2021-03-06,0,814.03,3841.94,10435.92,31496.3,13627.98
1433,2021-03-07,0,814.03,3841.94,10435.92,31496.3,13627.98
1434,2021-03-08,1,823.45,3821.35,10531.44,31802.44,13720.6
1435,2021-03-09,1,830.93,3875.44,10563.94,31832.74,13786.82
