Value,Date,Product Id,ProductID_Contract,Exchange City,Super Region,Time Level,Unit,Source,Sub-Sector,Product Type,Exchange Country,Product Description
0.01,2021-02-11,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-28,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-14,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-15,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-09,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-08,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-05,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-30,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-31,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-25,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-26,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-04,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-23,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2021-01-11,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-24,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2021-01-12,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-18,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-22,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-16,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-17,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2021-01-08,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-23,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-24,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-18,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2021-01-06,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-21,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-19,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2021-01-07,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2020-12-22,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-16,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2021-01-04,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
0.01,2021-02-17,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
-0.01,2021-01-05,15549,15549_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,DIESEL DIFF - GROUP 3 ULSD (PLATTS) VS HEATING OIL 1ST LINE FUTURE
54.94,2021-03-05,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
53.15,2021-03-04,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
46.07,2021-01-25,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
51.13,2021-03-03,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
45.66,2021-01-22,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
49.73,2021-03-02,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
50.34,2021-03-01,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
46.26,2021-01-20,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.67,2020-12-29,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
46.29,2021-01-21,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.34,2020-12-28,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
46.49,2021-01-19,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
45.54,2021-01-18,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
45.9,2021-01-15,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
43.1,2020-12-30,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.93,2020-12-31,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
52.73,2021-02-25,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
46.65,2021-01-13,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
51.58,2021-02-26,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
47.03,2021-01-14,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
51.6,2021-02-23,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
45.81,2021-01-11,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
53.09,2021-02-24,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
46.66,2021-01-12,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.86,2020-12-18,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
51.55,2021-02-22,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
41.8,2020-12-16,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.25,2020-12-17,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
45.94,2021-01-08,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.21,2020-12-23,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.81,2020-12-24,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
50.68,2021-02-18,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
44.77,2021-01-06,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
41.75,2020-12-21,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
49.81,2021-02-19,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
44.85,2021-01-07,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
41.04,2020-12-22,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
50.53,2021-02-16,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
42.32,2021-01-04,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
51.02,2021-02-17,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
44.59,2021-01-05,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
50.61,2021-02-15,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
50.14,2021-02-12,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
40.76,2020-12-09,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
49.7,2021-02-10,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
40.69,2020-12-07,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
49.34,2021-02-11,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
40.62,2020-12-08,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
41.18,2020-12-14,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
41.35,2020-12-15,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
49.31,2021-02-09,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
41.26,2020-12-10,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
48.94,2021-02-08,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
41.15,2020-12-11,19087,19087_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL OUTRIGHT - USAC HSFO (PLATTS) FUTURE
